Name,Disc. Date,mmax,Mmax,R.A.,Dec.,z,Type,E(B-V)
SN2018fuk,2018/09/05,16.08,-18.3852,"05:45:08.162,05:45:07.133,05:45:07.248,05:45:07.128","-79:23:47.52,-79:23:47.92,-79:23:47.76","0.017582,0.017582",Ia,0.0851
SN2018ghc,2018/09/08,18.52,-17,"21:04:38.405,21:04:38.400,21:04:38.4","+57:58:09.06,+57:58:09.12","0.03,0.03",Ia,0.6471
SN2018gke,2018/09/05,18.74,-19.2,"02:42:51.631,02:42:51.630,02:42:51.648","+21:30:42.68,+21:30:42.48","0.087,0.087",Ia,
SN2018gvj,2018/09/18,18.67,-19,"17:53:34.937,17:53:34.940,17:53:35.04","+43:12:58.00,+43:12:57.96","0.07,0.07",Ia,0.0255
SN2018gvx,2018/09/22,18.79,-19.24,"09:00:31.552,09:00:31.550,09:00:31.55","+36:27:42.74,+36:27:43.0","0.0893,0.0893",Ia,
SN2018hbh,2018/10/03,17.7,-19.8,"22:20:35.868,22:20:35.893,22:20:36","-30:11:54.74,-30:11:59.08,-30:11:58.92","0.0701,0.0701",Ia,0.0143
SN2018hbu,2018/10/01,18.19,-18.9,"01:03:39.258,01:03:39.260",-09:14:29.92,"0.059,0.059",Ia,
SN2018hnl,2018/10/22,18.1,-18.1,"10:30:03.920,10:30:03.921,10:30:03.84",-03:11:08.88,"0.039,0.039",Ia,
SN2018hro,2018/11/01,18.32,-20,"20:32:19.984,20:32:19.980",+12:28:36.01,"0.09,0.09",Ia-91T,
SN2018hss,2018/11/02,17.9,-18.5,"04:13:00.209,04:13:00.256,04:13:00.24,04:13:00.264","-53:59:33.76,-53:59:31.47,-53:59:31.2,-53:59:31.56","0.043,0.043,0.043",Ia,
SN2018hux,2018/11/01,18.95,-18.8036,"23:42:54.219,23:42:54.220,23:42:54.24","-05:18:15.12,-05:18:15.156",0.078778,Ia,
SN2018hvl,2018/11/01,18.25,-20,"00:38:22.373,00:38:22.370",-18:42:47.15,"0.08,0.08",Ia,
SN2018hzd,2018/11/05,17.94,-19,"23:37:00.963,23:37:00.960",+21:25:53.08,"0.05,0.05",Ia,
SN2018hzg,2018/10/10,14.4,-20.5237,"20:51:28.800,11:42:23.618,11:42:23.662,20:51:28.8,11:42:23.76","-23:28:22.23,+10:15:51.77,+10:15:51.14,-23:28:22.08,+10:15:51.12","0.021692,0.021692",Ia,
SN2018iau,2018/11/01,18.81,-19.7,"11:06:32.222,11:06:32.220",+58:04:44.41,"0.11,0.11",Ia,
SN2018icm,2018/11/03,18.72,-19.1558,"09:22:34.123,09:22:34.120,09:22:34.08","+09:33:21.42,+09:33:21.456","0.083254,0.083254",Ia-91T,
SN2018ids,2018/11/05,17.42,-18.6,"21:16:11.361,21:16:11.360,21:16:11.28","+11:56:46.45,+11:56:46.32","0.036,0.036",Ia,
SN2018itr,2018/11/20,18.46,-19,"04:30:18.833,04:30:18.830",-05:42:11.10,"0.06,0.06",Ia,
SN2018jfv,2018/11/29,18.22,-19,01:03:03.640,+27:28:14.22,0.061,Ia,
SN2018jgz,2018/12/01,17.73,-20,09:34:58.565,+32:05:31.44,"0.08,0.08",Ia,
SN2018jjp,2018/11/28,18.43,-19.7,04:31:45.488,+79:27:01.76,"0.092,0.092",Ia,
SN2018khc,2018/12/13,19.31,-19.1305,08:25:36.144,+12:11:53.45,0.107431,Ia,
SN2018pj,2018/02/04,18,-19,"07:10:31.733,07:10:31.737,07:10:31.73,07:10:31.68","+32:38:46.43,+32:38:45.95,+32:38:45.3,+32:38:45.96","0.055,0.055",Ia,0.0504
SN2018rw,2018/02/10,18.03,-18.0727,"06:09:39.252,06:09:39.232,06:09:39.192,06:09:39.24","-33:35:24.72,-33:35:23.56,-33:35:23.28,-33:35:23.64","0.037189,0.037189",Ia,0.0326
SN2018yc,2018/02/22,17.6,-18.4,"11:52:45.334,11:52:45.488,11:52:45.47,11:52:45.6","+37:51:15.26,+37:51:15.27,+37:51:15.4,+37:51:15.12","0.035,0.035",Ia,0.0183
SN2019abf,2019/01/24,18.76,-18.7697,"13:20:30.158,13:20:30.16","+11:32:47.14,+11:32:47.3",0.071179,Ia,
SN2019ago,2019/01/28,17.26,-18.9255,"17:01:04.345,17:01:04.32","+25:52:11.69,+25:52:11.64","0.038622,0.038622",Ia,
SN2019akq,2019/02/03,16.25,-18.1999,"04:26:49.330,04:26:49.32","+29:57:06.30,+29:57:05.76,+29:57:05.4","0.017459,0.017459",Ia,
SN2019aos,2019/02/06,16.7,-19,"13:12:38.537,13:12:38.628,13:12:38.64","-30:01:23.59,-30:01:23.97,-30:01:24.24,-30:01:23.88","0.03,0.03",Ia-91T,
SN2019aux,2019/02/08,18.03,-19,"07:24:24.651,07:24:24.72","+42:03:59.65,+42:03:59.76","0.06,0.06",Ia,
SN2019bkh,2019/03/03,17.3,-17.3925,"13:08:57.319,13:08:57.326,13:08:57.36","+28:16:51.92,+28:16:52.58,+28:16:52.68","0.019512,0.019512",Ia,
SN2019gj,2019/01/03,18.57,-19,"01:39:42.100,01:39:42.072","+31:09:20.81,+31:09:20.88","0.08,0.08",Ia,
SN2019im,2019/01/08,17.56,-18.872,"13:17:53.818,13:17:53.665,13:17:53.52,13:17:53.76","-21:24:11.34,-21:24:11.52","0.04322,0.04322",Ia,
SN2019pe,2019/01/10,16.71,-19,16:01:21.057,+15:26:39.76,"0.03,0.03",Ia,
SN2019so,2019/01/14,17.89,-16.1651,"12:42:36.430,12:42:36.48","-40:44:47.06,-40:44:46.68",0.014567,Ia-91bg,
SN1987N,1987/12/14,12.85,-19.9,"23:19:03.32,23:19:03.37,23:19:03.420,23:19:03.42","-08:28:37.5,-08:28:37.62,-08:28:37.70,-08:28:37.7,-08:28:37.6",0.0074,Ia,0.0315
SN1992bi,1992/04/21,22.13,-19.56,"16:10:12.79,16:10:12.799,16:10:12.80","+39:47:12.5,+39:47:12.53,+39:47:12.59,+39:47:12.6","0.458,0.458",Ia,0.0086
SN1994B,1994/01/16,19.23,-18.7935,"08:20:40.90,08:20:40.920,08:20:40.92","+15:43:48.2,+15:43:48.24,+15:43:48.40,+15:43:48.4",0.089002,Ia,0.0296
SN1997K,1997/01/06,23.55,-18.71,"07:54:55.09,07:54:55.090","+04:19:01.3,+04:19:01.31","0.592,0.592",Ia,0.0182
SN2000dd,2000/08/10,17.3,-19.0927,"20:35:00.10,20:35:00.101","-23:05:55.2,-23:05:55.21",0.042449,Ia,0.036
SN2001dq,2001/08/14,18.8,-16.9,"16:35:10.95,16:35:10.951","+46:12:50.5,+46:12:50.51",0.031,Ic,0.0149
SN2001ds,2001/08/14,16.2,-19.847,"02:10:08.73,02:10:08.729","+36:42:20.3,+36:42:20.30",0.03626,Ia,0.0459
SN2001F,2001/01/06,16,-19.1,"13:17:20.05,13:17:20.050","+20:38:09.8,+20:38:09.82",0.023,Ia,0.024
SN2001hu,2001/11/12,23.57,-19.57,"07:50:35.90,07:50:35.899","+09:58:14.2,+09:58:14.20","0.882,0.882",Ia,0.0177
SN2001if,2001/12/09,17.2,-18.9,"02:28:54.93,02:28:54.931","+38:05:52.7,+38:05:52.69","0.038,0.038",Ia,0.0515
SN2002dk,2002/06/13,17.5,-17.08,"18:17:43.52,18:17:43.519","+22:14:53.4,+22:14:53.41",0.01853,Ia,0.1242
SN2002dm,2002/05/04,19,-16.25,"20:32:07.30,20:32:07.301,20:32:07.3","-57:35:03.4,-57:35:03.41",0.0252,Ia,0.0612
SN2002hl,2002/11/04,16.3,-16.2,"11:24:40.12,11:24:40.121","+38:46:03.0,+38:46:03.00",0.006831,Ia,0.0165
SN2003ax,2003/02/09,18.4,-18.5214,"08:08:35.53,08:08:35.530,08:08:35.538","+07:46:42.2,+07:46:42.20,+07:46:42.29",0.054001,Ia,0.0219
SN2003lm,2003/12/15,21.98,-19.443,"23:24:25.51,23:24:25.510,23:24:25.518,23:24:25.501","-08:45:51.1,-08:45:51.11,-08:45:51.08,-08:45:51.19,-08:45:50.834","0.408,0.4068,0.408",Ia,0.0357
ESSENCEm226,2005/09/26,22.47,-20.08,"02:06:03.69,02:06:03.688","-04:39:59.1,-04:39:59.12,-04:39:59.080","0.6741,0.6739",Ia,0.0208
ESSENCEp527,2005/12/27,22.21,-19.364,"02:08:10.47,02:08:10.469","-03:32:17.7,-03:32:17.70,-03:32:17.637","0.4351,0.435,0.4341",Ia?,0.0208
ESSENCEq006,2006/09/16,22.14,-18.514,02:10:52.276,-03:57:39.374,"0.29,0.2891",Ia?,0.0191
SDSS-II SN 12840,2006/08/27,21.73,-19.2847,21:19:23.28,"-01:01:39.324,-01:01:39.612",0.339305,Ia,0.0425
SDSS-II SN 14295,2006/09/17,22.64,,"01:18:28.752,01:18:28.728","-00:52:43.446,-00:52:43.8672",,Ia,0.032
SDSS-II SN 14403,2006/09/28,21.2,-19.4599,"01:07:21.17,01:07:21.168,01:07:21.216","+00:39:07.1,+00:39:06.228,+00:39:06.6924,+00:39:06.2172",0.289816,Ia,0.0252
SDSS-II SN 1461,2005/09/09,22.11,-18.9171,"01:37:29.44,01:37:29.448,01:37:29.424","+00:12:35.0,+00:12:35.046,+00:12:34.844,+00:12:34.618",0.341186,Ia,0.0348
SDSS-II SN 14675,2006/09/11,21.15,-19.2259,"02:11:58.704,02:11:58.656","-00:02:35.9196,-00:02:36.114",0.255439,Ia,0.025
SDSS-II SN 14836,2006/09/27,22.16,,"03:22:22.608,03:22:22.584","-00:14:52.4112,-00:14:52.6812",,Ia,0.0615
SDSS-II SN 15558,2006/10/14,22.09,-18.6917,"22:29:58.433,22:29:58.32","+00:57:12.62,+00:57:12.618,+00:57:12.319",0.305943,Ia,0.0619
SDSS-II SN 15650,2006/10/23,22.45,,20:55:35.04,"-00:10:49.5696,-00:10:49.9296",,Ia,0.077
SDSS-II SN 15685,2006/10/11,22.2,-19.1046,23:09:23.76,"+00:48:07.0668,+00:48:07.0524,+00:48:06.5808",0.385981,Ia,0.0337
SDSS-II SN 15779,2006/10/21,21.94,-18.4976,23:02:34.8,"-00:27:45.18,-00:27:45.1224,-00:27:45.5904",0.262538,Ia,0.0512
SDSS-II SN 16432,2006/11/10,21.63,-19.7548,"02:15:48.43,02:15:48.408","+01:01:24.3,+01:01:24.312,+01:01:24.096",0.399981,Ia,0.0295
SDSS-II SN 16551,2006/10/27,22.02,-18.7184,"00:01:47.52,00:01:47.516,00:01:47.499","-00:40:22.4,-00:40:22.2204,-00:40:22.5552",0.300106,Ia,0.0322
SDSS-II SN 16606,2006/10/31,21.55,-18.5469,"22:50:26.601,22:50:26.64","+01:13:22.02,+01:13:22.008,+01:13:22.044,+01:13:21.792",0.225601,Ia,0.0759
SDSS-II SN 18114,2007/09/14,22.26,,"02:53:02.112,02:53:02.088","+00:27:19.408,+00:27:19.102",,Ia,0.0769
SDSS-II SN 18626,2007/10/03,21.95,-19.213,22:39:03.84,"-00:16:21.3492,-00:16:21.3672,-00:16:21.7272",0.362429,Ia,0.045
SDSS-II SN 19104,2007/09/14,20.74,-20.9986,"00:48:38.16,00:48:38.136","+00:08:28.925,+00:08:28.72",0.468259,Ia,0.0191
SDSS-II SN 19545,2007/10/13,21.47,-19.3351,"22:01:46.342,22:01:46.32","+00:24:04.32,+00:24:04.032,+00:24:04.482,+00:24:04.0464",0.309131,Ia,0.0458
SDSS-II SN 20268,2007/10/31,21.91,-19.6949,"00:43:47.023,00:43:47.016","-00:04:33.28,-00:04:33.276,-00:04:33.2688,-00:04:33.618",0.441176,Ia,0.0143
SDSS-II SN 20476,2007/11/04,20.89,-18.5613,"21:41:40.81,21:41:40.8","+00:50:20.3,+00:50:20.29,+00:50:20.677,+00:50:20.299",0.169122,Ia,0.0599
SDSS-II SN 20722,2007/11/08,21.14,-19.6077,21:41:01.44,"+00:42:05.5,+00:42:04.644,+00:42:04.95,+00:42:04.6368",0.301347,Ia,0.0555
SDSS-II SN 20787,2007/10/19,21.33,-19.1745,"03:22:02.607,03:22:02.616,03:22:02.592","-00:26:32.81,-00:26:32.8092,-00:26:32.766,-00:26:33.0252",0.270473,Ia,0.0601
SDSS-II SN 20815,2007/11/02,22.44,,"03:31:18.912,03:31:18.888","+00:42:41.288,+00:42:41.022",,Ia,0.0886
SDSS-II SN 20936,2007/11/04,22.28,-18.9798,"03:32:16.08,03:32:16.056","+00:50:52.231,+00:50:51.907",0.378359,Ia,0.0894
SDSS-II SN 21594,2007/11/02,22.08,-19.575,"02:38:56.04,02:38:56.016","-00:12:08.046,-00:12:08.3844",0.451125,Ia,0.0239
SDSS-II SN 3195,2005/09/22,21.48,-19,"00:34:40.422,00:34:40.39,00:34:40.4208,00:34:40.4136,00:34:40.392","+00:14:39.58,+00:14:39.16,+00:14:39.577,+00:14:39.534,+00:14:39.149","0.3,0.3",Ia,0.0167
SDSS-II SN 3323,2005/09/15,21.8,-19.12,"03:22:58.08,03:22:58.056,03:22:58.032","+00:25:19.88,+00:25:19.898,+00:25:19.661",0.326,Ia,0.0748
SDSS-II SN 8138,2005/10/30,22.07,-19.3028,"00:45:51.98,00:45:51.984,00:45:52.008","+00:22:41.0,+00:22:40.98,+00:22:41.326,+00:22:40.976",0.397867,Ia,0.0158
SDSS-II SN 8327,2005/10/23,22.17,-19.9,"03:28:58.176,03:28:58.128","+00:40:35.8,+00:40:35.702,+00:40:35.458",0.54,Ia,0.1134
SDSS-II SN 911,2005/09/03,21.1,-18.8067,"02:34:45.840,02:34:45.768,02:34:45.792","-00:06:54.97,-00:06:56.556,-00:06:56.2068,-00:06:56.5632",0.207264,Ia,0.0191
SN2006B,2006/01/08,16.64,-17.3,"23:21:09.78,23:21:09.780","+33:24:01.2,+33:24:01.19",0.016335,Ia,0.0609
SN2006fr,2006/08/27,21.18,-19.61,"20:50:30.21,20:50:30.24,20:50:30.31,20:50:30.211","+00:23:55.3,+00:23:55.21,+00:23:55.198,+00:23:55,+00:23:55.28",0.307,Ia,0.0806
SN2006pe,2006/11/09,20.27,-18.85,"00:23:09.21,00:23:09.1656,00:23:09.1464,00:23:09.17,00:23:09.170","-00:03:12.9,-00:03:13.068,-00:03:13.0788,-00:03:13.4244,-00:03:13.1,-00:03:13.10",0.146,Ia,0.0244
SN2007ns,2007/09/22,21.74,-19.56,"02:37:02.97,02:37:02.976,02:37:02.952,02:37:02.969","-00:51:59.8,-00:51:59.814,-00:51:59.976,-00:51:59.80",0.386,Ia,0.0253
SN2007pb,2007/10/19,20.99,-19.13,"23:48:25.00,23:48:24.96,23:48:25.001","-01:11:06.0,-01:11:06.324,-01:11:06,-01:11:06.36,-01:11:06.00","0.228,0.226",Ia,0.029
SN2007rc,2007/10/21,19.64,-19.1873,"01:50:20.22,01:50:20.184,01:50:20.20,01:50:20.201","-00:24:14.1,-00:24:13.7268,-00:24:13.9932,-00:24:13.7,-00:24:13.72",0.127856,Variable,0.026
SN2009mh,2009/12/12,,,"11:43:55.93,11:43:55.930,11:43:55.92","+10:46:55.2,+10:46:55.20,+10:46:54.48",0.0197,Ia,0.039
CSS121009:011101-172841,2012/10/09,17.3,-20,01:11:01.00,-17:28:41.0,0.06,Ia,0.0156
CSS130906:232533+345822,2013/09/06,18.1,-19,"23:25:33.18,23:25:33.21","+34:58:21.8,+34:58:21.7",0.07,Ia,0.097
CSS130924:004234+151746,2013/09/24,19.2,-19,"00:42:33.82,00:42:33.88","+15:17:45.8,+15:17:45.7,+15:17:45.1",0.08,Ia,0.0688
LSQ13czk,2013/11/14,18.7,-18,"04:36:33.85,04:36:33.87","-27:56:11.0,-27:56:10.8",0.06,Ia,0.03
LSQ14kp,2014/01/28,16.7,-19,"12:10:11.32,12:10:11.29","-22:10:41.8,-22:10:41.5",0.03,Ia,0.0557
LSQ14wp,2014/02/17,,,"10:14:05.71,10:14:05.76","+06:40:30.3,+06:40:31.188",0.07,Ia,0.0207
LSQ14zz,2014/02/26,18.5,-18,12:57:00.19,"-15:54:04.0,-15:54:45.5,-15:54:45.4",0.05,Ia,0.0565
MLS130504:114458+092019,2013/05/04,,,"11:44:58.41,11:44:58.32","+09:20:19.4,+09:20:19.5",0.1,Ia,0.0264
PS1-13czp,2013/06/16,19.48,-17.8,"16:09:16.16,16:09:16.15","+11:58:27.0,+11:58:26.9",0.064,Ia,0.0436
PS1-13dgx,2013/09/22,17.7,-19,"22:38:33.14,22:38:33.12","+12:02:23.4,+12:02:23.3",0.04,Ia,0.0391
PS1-14acp,2014/12/09,18.3,,"01:26:12.90,01:26:12.87","+11:40:27.7,+11:40:27.4",,Ia,0.0454
PSc010074,2010/02/07,23.12,-19.4807,10:43:29.367,+56:51:55.74,0.68979,Ia,0.0051
PSc030216,2010/04/12,21.66,-18.1488,14:14:56.573,+54:12:41.36,0.19841,Ia,0.0126
PSc040540,2010/05/10,22.75,-19.576,14:08:37.451,+52:39:37.15,0.60924,Ia,0.0078
PSc060157,2010/07/11,21.65,-19.3114,14:06:23.102,+52:47:30.36,0.33137,Ia,0.0072
PSc070472,2010/08/03,22.79,-19.7354,16:10:50.303,+55:35:40.73,0.66665,Ia,0.008
PSc070614,2010/08/03,23.02,-19.76,23:25:52.626,-00:06:17.51,0.74839,Ia,0.0349
PSc100102,2010/11/03,22.16,-19.0545,08:40:04.552,+44:01:57.36,0.37081,Ia,0.0201
PSc110464,2010/11/30,21.62,-20.3236,08:47:03.813,+44:16:52.19,0.51318,Ia,0.0239
PSc130610,2011/01/22,22.29,,08:47:32.470,+44:55:02.04,,Ia,0.0252
PSc130733,2011/02/02,22.78,-19.373,12:21:41.758,+45:49:23.37,0.5637,Ia,0.0105
PSc140092,2011/03/09,21.95,-19.536,10:52:35.496,+56:46:43.24,0.41841,Ia,0.0073
PSc140384,2011/03/25,22.58,-19.6634,10:02:35.981,+01:39:27.21,0.58701,Ia,0.0197
PSc180135,2011/06/29,22.75,-19.6964,16:04:50.614,+55:22:08.50,0.64325,Ia,0.0063
PSc190151,2011/08/03,22.22,-17.7993,16:11:54.752,+55:18:56.35,0.21793,Ia,0.0063
PSc300119,2011/08/01,23.01,-19.2112,23:34:21.805,-00:06:34.22,0.58119,Ia,0.032
PSc310042,2011/09/06,20.98,,23:25:48.259,-01:43:23.59,,Ia,0.0487
PSc310050,2011/08/24,22.79,-19.332,23:27:09.390,-01:07:58.69,0.55586,Ia,0.043
PSc310210,2011/09/18,23.11,-19.664,23:28:49.001,+00:07:29.35,0.74634,Ia,0.0405
PSc360014,2012/01/26,22.15,-19.4858,12:21:53.454,+46:12:41.10,0.44728,Ia,0.0107
PSc360526,2012/02/20,21.87,-18.9495,09:55:53.308,+02:08:17.21,0.31112,Ia,0.0182
PSc370593,2012/03/28,22.09,,10:45:03.743,+56:39:01.92,,Ia,0.0065
PSc420430,2011/10/02,21.62,-19.2516,22:21:12.215,+01:03:16.12,0.31841,Ia,0.0497
PSc440216,2012/09/06,22.3,-18.853,23:33:57.104,-00:32:32.97,0.3608,Ia,0.035
PSc460026,2012/12/07,22.68,-19.0989,08:41:50.104,+43:44:03.68,0.47677,Ia,0.0214
PSc490434,2013/02/13,22.64,,12:12:33.632,+47:30:08.62,,Ia,0.018
PSc510245,2013/04/30,22.6,-19.4705,14:09:17.044,+54:12:30.28,0.54318,Ia,0.011
PSc510641,2013/05/15,21.93,-19.8595,10:48:49.557,+59:29:39.10,0.47903,Ia,0.0075
PSc530052,2013/06/30,22.5,-20.0183,16:14:22.924,+53:47:52.79,0.66449,Ia,0.0078
PSc530105,2013/07/02,22.9,-19.0479,14:08:18.167,+53:56:05.52,0.51415,Ia,0.0112
PSc530595,2013/07/13,22.32,-19.4994,14:12:09.430,+54:10:10.32,0.48547,Ia,0.0111
PSc550050,2013/09/01,21.14,-18.7052,22:11:39.435,-00:38:04.80,0.20166,Ia,0.0682
PSc550218,2013/09/09,22.04,,22:11:42.503,+00:54:04.60,,Ia,0.0399
PSc590170,2014/01/04,21.22,-18.1608,02:20:58.884,-03:18:22.45,0.16387,Ia,0.0197
PTF10zgy,2010/10/15,18.52,-17.97,"02:38:43.77,02:38:43.848","+14:06:11.9,+14:06:15.48","0.0443,0.0443",Ia,0.1391
PTF11cus,2011/04/29,20.43,-19.3817,"13:31:48.97,13:31:48.96","+40:38:02.6,+40:38:02.76",0.19867,Ia,0.0062
PTF11deg,2011/05/07,18.78,-18.5,"14:15:50.12,14:15:50.16","+30:42:44.2,+30:42:44.28",0.063,Ia,0.0128
PTF11mty,2011/09/23,18.52,-19.2,"21:34:05.20,21:34:05.28,21:34:05.21",+10:25:24.6,"0.077,0.077",Ia,0.0502
PTF13dpz,2013/10/03,19.3,-19,"23:11:36.58,23:11:36.55","-01:00:26.1,-01:00:27.0",0.1,Ia,0.0316
SN2011dz,2011/06/26,15,-20.19,"16:12:44.82,16:12:44.820,16:12:44.83,16:12:44.88","+28:17:03.2,+28:17:03.19,+28:17:02.3,+28:17:02.4",0.0245,Ia,0.0442
SN2011gy,2011/10/22,15.88,-18.5,"03:29:35.30,03:29:35.299,03:29:35.29","+40:52:02.9,+40:52:03.40,+40:02:59.9",0.0169,Ia,0.165
SN2011hr,2011/11/08,13.8,-20.0533,"08:54:46.03,08:54:46.030,08:54:46.02","+39:32:16.1,+39:32:16.12",0.013279,Ia-91T,0.0207
SN2011io,2011/11/27,16.2,-20,"23:02:47.60,23:02:47.599,23:02:47.59","+08:48:09.8,+08:48:09.79",0.039,Ia,0.0662
SN2011iu,2011/11/25,17.1,-19.5,"23:51:02.28,23:51:02.280,23:51:02.27","+46:43:21.7,+46:43:21.68","0.046,0.042",Ia,0.1024
SN2013dn,2013/06/14,15.35,-21.6586,"23:37:45.74,23:37:45.739","+14:42:37.1,+14:42:37.12",0.056185,Ia CSM,0.0679
SN2014ah,2014/03/12,15.4,-19.4556,"11:55:30.83,11:55:30.830,11:55:30.88","+11:55:26.3,+11:55:26.29,+11:55:26.1",0.021026,Ia,0.0193
SSS120810:231802‑560926,2011/08/29,,,22:13:51.84,-12:41:45.6,0.08,Ia,0.0365
ASASSN-15ic,2015/04/27,16.4,-18.8,"06:14:51.380,06:14:51.38,06:14:51.312,06:14:51.384","-42:47:56.03,-42:47:56.0,-42:47:56.76,-42:47:56.04",0.025,Ia,0.0483
Gaia16cbn,2016/11/26,18.17,-18.9,"11:36:21.828,11:36:21.830,11:36:21.84","+44:40:05.54,+44:40:05.52",0.059,Ia,0.0202
Gaia17deh,2017/12/05,18.54,-19.2,"04:40:45.380,04:40:45.384","-27:55:00.34,-27:55:00.33,-27:55:00.48",0.077,Ia-91T,0.0307
Gaia18cec,2018/08/12,17.44,-19,"01:38:41.470,01:38:41.472","-50:24:05.44,-50:24:05.43,-50:24:05.4",0.05,Ia,0.0199
iPTF15nu,2015/02/17,19.81,-18.9501,"12:15:22.57,12:15:22.54",+53:40:36.0,0.12405,Ia,0.0166
LSQ15bxe,2015/12/28,17.8,-18.7,"12:27:52.380,12:27:52.38,12:27:52.88","-17:06:24.95,-17:06:21.6",0.044,Ia,0.0371
MLS180614:170329+005231,2018/06/17,19.56,-18,"17:03:28.752,17:03:28.747,17:03:28.8","+00:52:30.24,+00:52:30.83",0.08,Ia,0.1313
OGLE-2015-SN-060,2015/02/17,18.95,-18.9,04:06:21.84,"-78:09:15.5,-78:09:15.6",0.081,Ia,0.0748
PS15bhs,2015/07/19,21.01,,22:07:32.50,"+04:15:35.1,+04:15:35.2",,Ia,0.034
PS15bqq,2015/08/09,20.86,-19.5,22:45:46.50,-08:00:01.4,0.25,Ia,0.0344
PS15cwz,2015/11/17,17.89,-18.3,23:52:09.61,-29:04:44.6,0.039,Ia,0.0144
PS15dlq,2015/12/09,20.6,-18.4,10:54:24.69,+06:34:32.7,"0.14,0.19",Ia,0.0321
PS15dox,2015/12/28,19.2,-19,"02:40:15.04,02:40:15.05","+22:32:12.1,+22:32:12.2","0.08,0.08",Ia,0.1335
PS15vl,2015/03/26,19.8,-19.25,10:51:54.01,+31:54:04.0,0.141,Ia,0.0227
PS16aeo,2016/02/04,18.73,,"03:30:46.709,03:30:46.71,03:30:46.70","+36:38:23.11,+36:38:23.1,+36:38:23.0",,Ia,0.2897
PS16ekx,2016/09/22,20.47,-19.15,"03:36:11.996,03:36:12.000,03:36:11.99","-28:33:38.36,-28:33:38.3",0.182,Ia,0.0097
PS16g,2016/01/01,19.59,-17,"01:26:15.010,01:26:15.00","+06:28:21.58,+06:28:21.5",0.05,Ia,0.0283
PS17gbv,2017/10/28,20.87,-19.23,"02:52:17.053,02:52:17.050,02:52:17.05","+00:53:09.37,+00:53:09.3",0.226,Ia,0.0623
SN2016ajk,2016/02/18,16.9,-18.4708,"19:19:26.4,19:19:26.490,19:19:26.540,19:19:26.49","+52:19:41.16,+52:19:41.63,+52:19:39.73,+52:19:41.6,+52:19:41.52","0.026618,0.026618",Ia,0.1041
SN2016al,2016/01/02,18.67,-19.5,"12:31:11.216,12:31:11.22","+57:29:43.93,+57:29:43.9","0.093,0.093",Ia,0.01
SN2016apz,2016/02/07,19.98,-17.9,"12:54:46.19,12:54:46.194,12:54:46.15","-26:44:54.5,-26:44:54.52,-26:44:54.6","0.084,0.084",Ia,0.069
SN2016atn,2016/03/03,20.52,-18.7,"13:55:59.720,13:55:59.72","-17:43:17.80,-17:43:17.6",0.15,Ia,0.0693
SN2016bhi,2016/03/17,18.62,-19,"10:42:45.77,10:42:45.782,10:42:45.78","+54:18:01.8,+54:18:01.85,+54:18:01.9",0.07,Ia,0.0105
SN2016bif,2016/03/18,19.47,-19.4,"08:29:06.82,08:29:06.812,08:29:06.81","+72:21:18.6,+72:21:18.58",0.13,Ia,0.0177
SN2016bij,2016/03/18,18.4,-19,"10:56:32.11,10:56:32.116,10:56:32.12","+73:31:44.1,+73:31:44.15,+73:31:44.2",0.07,Ia,0.0788
SN2016bpf,2016/03/30,21.01,-19.4,"11:15:08.115,11:15:08.11","+22:03:35.83,+22:03:35.8",0.26,Ia,0.0146
SN2016bru,2016/04/01,19.86,-19.013,"16:44:54.390,16:44:54.39,16:44:54.36","+21:01:53.50,+21:01:53.5,+21:01:53.3","0.1305,0.1305",Ia,0.0405
SN2016cdx,2016/04/28,19.11,-17.9,"08:29:34.575,08:29:34.57","+19:29:00.06,+19:29:00.0",0.056,Ia,0.0313
SN2016cmq,2016/05/21,18.78,-18.8,"12:24:38.857,12:24:38.860,12:24:38.85","+07:54:47.84,+07:54:47.8","0.074,0.074",Ia,0.0207
SN2016dpp,2016/01/28,18.86,-18,"13:15:22.400,03:15:22.38,13:15:22.39,13:15:22.32","+52:21:24.00,+52:21:23.9,+52:21:24.12",0.06,Ia,0.0199
SN2016ehv,2016/07/19,18.03,-19,"21:05:03.900,21:05:03.923,21:05:03.84","-72:53:15.10,-72:53:15.15,-72:53:15","0.07,0.07",Ia,0.05
SN2016eif,2016/07/22,17.97,-20,"03:01:48.900,03:01:48.929,03:01:48.936","-57:02:09.40,-57:02:09.38,-57:02:09.24","0.07,0.07",Ia,0.0116
SN2016eii,2016/07/23,17.73,-18.3,"03:07:53.500,03:07:53.52","-69:01:47.20,-69:01:47.28",0.036,Ia,0.0334
SN2016eij,2016/07/24,18.02,-19.6,"04:03:16.700,04:03:16.704","-54:35:50.00,-54:35:49.92","0.075,0.075",Ia,0.013
SN2016em,2016/01/13,18.13,-18,"01:17:25.134,01:17:25.13,01:17:25.12","+32:55:16.91,+32:55:16.9,+32:55:17.0","0.037,0.037",Ia,0.0541
SN2016emj,2016/07/28,18.68,-18.9,"19:27:46.400,19:27:46.434,19:27:46.32","+79:52:43.80,+79:52:43.76,+79:52:43.68",0.073,Ia,0.0772
SN2016emk,2016/07/29,18.69,-19,"06:03:42.900,06:03:42.890,06:03:42.888","-35:44:07.20,-35:44:07.16,-35:44:07.08","0.08,0.08",Ia,0.0428
