Name,Disc. Date,mmax,Mmax,R.A.,Dec.,z,Type,E(B-V)
SDSS-II SN 20541,2007/11/04,21.15,-19.8226,21:25:00.96,"-00:16:05.682,-00:16:05.9376",0.333022,Ia,0.044
SDSS-II SN 20757,2007/11/02,22.16,-19.0218,"02:54:29.210,02:54:29.208,02:54:29.184","+00:13:17.43,+00:13:17.425,+00:13:17.4,+00:13:17.018",0.365467,Ia,0.0659
SDSS-II SN 20915,2007/11/04,22.4,-19.58,"03:02:19.272,03:02:19.248","-01:03:46.404,-01:03:46.296,-01:03:46.692",0.522,Ia,0.0928
SDSS-II SN 21013,2007/10/31,22.13,,"02:01:12.288,02:01:12.264","-00:56:02.1408,-00:56:02.436",,Ia,0.024
SDSS-II SN 21322,2007/10/30,22.06,,20:36:54.48,"-01:00:29.808,-01:00:30.168",,Ia,0.1201
SDSS-II SN 21487,2007/11/12,20.52,-19.1813,22:41:07.44,"-00:12:41.2,-00:12:41.4684,-00:12:41.6844",0.189116,Ia,0.0493
SDSS-II SN 21564,2007/11/02,22.25,,02:36:59.904,"+00:46:39.155,+00:46:38.932",,Ia,0.0263
SDSS-II SN 21858,2007/11/02,21.43,-19.0343,"00:05:20.897,00:05:20.8872,00:05:20.8464","+01:03:41.76,+01:03:41.688,+01:03:41.22",0.265672,Ia,0.026
SDSS-II SN 2639,2005/09/13,20.68,-19.3225,"22:01:51.415,22:01:51.36","+00:39:51.77,+00:39:52.09,+00:39:52.326,+00:39:52.466,+00:39:52.081","0.215,0.216312",Ia,0.0448
SDSS-II SN 3970,2005/10/12,21.89,,"00:02:46.29,00:02:46.283","-00:21:51.4476,-00:21:51.732",,Ia,0.0284
SDSS-II SN 4078,2005/09/15,22.16,-19.3,01:41:15.36,"+00:38:39.606,+00:38:39.325,+00:38:39.127",0.414,Ia,0.0283
SDSS-II SN 4779,2005/09/28,22.16,-19.8782,"01:15:47.736,01:15:47.688","+00:15:48.946,+00:15:48.694",0.53536,Ia,0.0276
SDSS-II SN 5340,2005/09/23,20.45,-19.305,"20:28:05.11,20:28:05.04","-00:16:22.8,-00:16:22.9152,-00:16:23.1996","0.1937,0.1937",Ia,0.1453
SDSS-II SN 5524,2005/10/11,21.23,-19.5,"21:06:18.893,21:06:18.96","-00:59:25.14,-00:59:25.296,-00:59:25.1412,-00:59:25.062,-00:59:25.2924",0.299,Ia,0.0587
SDSS-II SN 6743,2005/10/21,22.04,-19.1212,22:43:27.36,"-00:22:00.0,-00:22:00.03,-00:22:00.3036",0.362142,Ia,0.0545
SDSS-II SN 6833,2005/10/21,22.16,-19.01,21:05:55.68,"+00:07:13.12,+00:07:13.012,+00:07:12.738",0.364,Ia,0.0753
SDSS-II SN 6934,2005/10/12,22,,21:30:21.84,"-00:46:47.4132,-00:46:47.658",,Ia,0.0407
SDSS-II SN 7258,2005/10/25,21.58,-18.789,"21:24:55.194,21:24:55.2","-00:59:56.31,-00:59:56.652,-00:59:56.2632",0.2546,Ia,0.0402
SDSS-II SN 7502,2005/10/12,21.03,-20.6184,"01:32:32.38,01:32:32.4,01:32:32.376","-00:22:07.7,-00:22:07.3776,-00:22:07.716",0.449808,Ia,0.0284
SDSS-II SN 7527,2005/10/26,21.42,-18.79,"22:21:01.542,22:21:01.44","-01:12:14.90,-01:12:14.904,-01:12:14.76","0.237,0.237",Ia,0.0662
SDSS-II SN 7780,2005/10/27,21.89,,20:40:52.08,"-00:05:07.6452,-00:05:07.908",,Ia,0.056
SDSS-II SN 779,2005/09/15,21.11,-19.104,"01:46:41.70,01:46:41.688,01:46:41.712","-01:01:14.1,-01:01:14.592,-01:01:14.088,-01:01:14.304",0.2377,Ia,0.0284
SDSS-II SN 8216,2005/10/30,21.73,-18.9418,"22:05:04.677,22:05:04.56,22:05:04.8","-00:03:07.91,-00:03:07.9092,-00:03:07.956,-00:03:08.2836",0.291349,Ia,0.0542
SDSS-II SN 8269,2005/10/01,22.43,,"02:38:29.376,02:38:29.352","+01:12:50.112,+01:12:49.716",,Ia,0.0268
SDSS-II SN 9458,2005/10/25,22.08,,"02:43:13.968,02:43:13.92","-00:09:42.7536,-00:09:42.8796",,Ia,0.0259
SN2005mm,2005/11/20,22.19,-19.09,"00:13:09.55,00:13:09.6,00:13:09.5496,00:13:09.5448,00:13:09.54,00:13:09.550","+01:08:43.9,+01:08:44,+01:08:43.872,+01:08:43.944,+01:08:43.692,+01:08:43.91",0.382,Ia,0.0214
SN2006cg,2006/05/06,16.5,-18.9863,"13:05:02.32,13:05:02.321","+28:44:24.0,+28:44:24.00",0.028063,Ia,0.0099
SN2006kp,2006/10/01,21.05,-20.52,"02:11:11.593,02:11:11.664,02:11:11.64,02:11:11.66,02:11:11.659","+00:41:47.79,+00:41:44.99,+00:41:44.81,+00:41:45.0",0.434,Ia?,0.0254
SN2006pb,2006/10/23,20.7,-18.8262,"00:46:43.55,00:46:43.536,00:46:43.550","-01:01:57.0,-01:01:58.44,-01:01:58.584,-01:01:58.5,-01:01:58.51",0.174885,Ia,0.0185
SN2006qc,2006/11/16,20.78,-19,"20:51:19.84,20:51:19.92,20:51:19.841","-00:57:08.4,-00:57:08.352,-00:57:08.3592,-00:57:08.5644,-00:57:08.39","0.2,0.2",Ia,0.079
SN2007cp,2007/06/13,17.29,-18.7774,"12:42:12.72,12:42:12.720","-17:24:07.7,-17:24:07.70",0.036595,Ia,0.0365
SN2007ji,2007/09/03,20.4,-19.1786,"00:38:48.30,00:38:48.3648,00:38:48.3408,00:38:48.36,00:38:48.360","-00:10:45.8,-00:10:45.2964,-00:10:45.7536,-00:10:45.5,-00:10:45.52",0.179029,Ia,0.0152
SN2007os,2007/10/11,22.51,-18.7575,"01:57:38.59,01:57:38.64,01:57:38.616,01:57:38.65,01:57:38.650","-00:31:18.5,-00:31:19.6824,-00:31:19.8516,-00:31:19.7,-00:31:19.70","0.379667,0.35",Ia?,0.0231
SN2007pq,2007/10/15,21.03,-18.62,"22:37:13.94,22:37:13.92,22:37:13.939","+00:44:10.8,+00:44:10.57,+00:44:10.993,+00:44:11.0,+00:44:11.00","0.185,0.201,0.202",Ia,0.0608
SN2007qo,2007/11/01,20.64,-19.381,"01:43:01.58,01:43:01.584,01:43:01.60,01:43:01.601","-00:56:42.7,-00:56:43.908,-00:56:43.6884,-00:56:43.8972,-00:56:43.7,-00:56:43.69",0.2181,Ia,0.0218
SN2007rr,2007/11/07,21.19,-18.532,"01:01:47.72,01:01:47.808,01:01:47.784,01:01:47.80,01:01:47.801","-00:41:36.6,-00:41:37.05,-00:41:37.3092,-00:41:37.0,-00:41:37.00",0.1909,Ia,0.0364
SN2007sf,2007/11/12,19.23,-19.0934,"22:48:59.10,22:48:59.04,22:48:59.11,22:48:59.110","+01:12:21.9,+01:12:21.924,+01:12:21.492,+01:12:21.89",0.101906,Ia,0.075
SN2007te,2007/10/04,22.94,-19.526,"02:09:29.40,02:09:29.400,02:09:29.404,02:09:29.402","-03:35:35.0,-03:35:35.02,-03:35:35.01,-03:35:35.054","0.65,0.6491",Ia,0.0216
SN2009bd,2009/03/17,19.89,-19.28,"09:14:34.16,09:14:34.08,09:14:34.159","+51:10:29.7,+51:10:29.64,+51:10:29.60","0.149,0.15,0.149",Ia,0.0141
Tomo,2006/01/16,24.36,-19.772,14:38:08.366,+34:14:18.08,"1.415,1.416,1.416,1.415",Ia,0.0123
LSQ13ccg,2013/09/01,18.88,-18.8,23:03:11.45,"+14:41:39.1,+14:41:39.2",0.077,Ia,0.1466
LSQ13cmt,2013/10/03,17.2,-19.8,01:02:41.95,-21:52:23.4,0.057,Ia,0.0162
LSQ14eek,2014/07/27,18,-20,"21:36:50.32,21:36:50.4","-02:28:06.4,-02:28:07.968",0.08,Ia,0.0315
PS1-10byr,2010/12/06,21.25,-19,"22:17:50.801,22:17:50.802","+01:02:33.80,+01:02:33.75",0.24,Ia,0.0585
PS1-14md,2014/02/13,18.15,-19.4,"11:17:42.34,11:17:42.33",-21:14:39.7,0.071,Ia,0.0311
PS1-14qj,2014/02/27,19.81,-19.1,"11:43:31.49,11:43:31.48","-10:53:17.6,-10:53:17.5",0.13,Ia,0.0321
PSc010196,2010/02/15,22,-19.2005,12:16:49.601,+46:14:06.33,0.36851,Ia,0.011
PSc020033,2010/03/03,22.41,-19.6056,12:17:03.989,+46:04:22.76,0.52998,Ia,0.0097
PSc020198,2010/03/20,21.81,-19.3426,10:46:52.536,+57:07:45.51,0.36076,Ia,0.0062
PSc030005,2010/03/17,22.23,-19.2653,12:25:23.413,+47:29:11.16,0.42016,Ia,0.0101
PSc040316,2010/05/10,22.51,-19.102,14:11:23.481,+52:26:04.60,0.44257,Ia,0.016
PSc060199,2010/07/11,21.93,-18.4274,14:09:39.159,+53:38:35.01,0.25334,Ia,0.0085
PSc060242,2010/07/11,20.66,-17.8265,14:12:36.512,+54:02:59.78,0.10968,Ia,0.0124
PSc071113,2010/08/29,22.66,-19.188,16:11:44.234,+55:08:51.76,0.4918,Ia,0.0062
PSc110422,2010/12/15,22.43,,09:58:15.717,+01:45:16.70,,Ia,0.0171
PSc120458,2011/01/09,22.74,,09:58:06.695,+01:55:49.38,,Ia,0.0169
PSc120543,2011/01/11,22.63,-19.5916,10:44:10.425,+57:22:37.32,0.58128,Ia,0.0046
PSc120655,2011/01/06,22.56,-19.745,08:41:43.941,+43:54:58.60,0.60351,Ia,0.0241
PSc130997,2011/02/04,21.84,-18.9324,12:26:59.513,+47:39:58.08,0.30468,Ia,0.0094
PSc151794,2011/04/26,22.26,-18.794,10:47:09.936,+57:25:58.25,0.3453,Ia,0.0079
PSc190234,2011/08/03,22.91,-19.3662,16:05:55.347,+55:26:58.54,0.59573,Ia,0.0073
PSc320469,2011/10/19,21.95,,02:17:40.394,-04:50:13.50,,Ia,0.0177
PSc340163,2011/11/24,22.82,-19.3503,08:38:15.565,+44:57:33.04,0.56805,Ia,0.0221
PSc360106,2012/02/03,21.92,-19.2981,12:17:08.865,+45:45:07.92,0.37141,Ia,0.0101
PSc360148,2012/01/29,21.59,,08:40:10.575,+45:48:56.15,,Ia,0.0238
PSc360440,2012/01/26,22.69,-19.2251,09:57:14.720,+01:00:23.85,0.50666,Ia,0.0216
PSc370335,2012/02/27,22.01,-19.3132,10:49:14.323,+57:32:53.60,0.38918,Ia,0.007
PSc380454,2012/04/23,21.71,,14:06:51.003,+52:56:53.49,,Ia,0.0074
PSc390479,2012/04/29,22.58,-19.421,14:06:54.263,+52:45:59.17,0.5265,Ia,0.0079
PSc420355,2012/08/16,21.96,,22:16:27.222,+00:19:31.94,,Ia,0.0528
PSc460067,2012/12/07,21.74,-19.094,03:32:59.804,-26:41:19.15,0.3131,Ia,0.0081
PSc480265,2013/02/03,22.94,-18.9442,08:46:19.519,+43:20:34.83,0.49971,Ia,0.0203
PSc480409,2013/01/27,22.54,-19.3311,10:50:36.487,+57:49:59.98,0.49681,Ia,0.0086
PSc480630,2013/01/21,22.06,-19.0584,09:58:40.671,+02:19:19.93,0.35531,Ia,0.0174
PSc480813,2013/02/03,22.95,-19.4119,08:42:07.583,+43:33:02.69,0.61919,Ia,0.0206
PSc480943,2013/02/09,22.03,-19.377,12:13:09.310,+48:03:18.03,0.4039,Ia,0.0175
PSc530618,2013/07/13,22.46,-19.0666,16:19:13.588,+54:18:38.93,0.42604,Ia,0.0096
PTF10nda,2010/06/27,19.06,-19.2363,"13:57:09.73,13:57:09.84","+61:15:09.1,+61:15:09",0.10067,Ia,0.0153
PTF11gin,2011/06/25,20.42,-18.95,"16:51:38.24,16:51:38.16","+32:09:30.2,+32:09:30.24",0.163,Ia,0.0282
SN2011gm,2011/09/21,,,"01:38:54.59,01:38:54.590,01:38:54.552","-42:35:08.8,-42:35:08.81,-42:35:08.52",0.0208,Ia,0.0153
SN2012fk,2012/10/20,16.7,-19.3,"02:30:52.04,02:30:52.039","+22:28:45.9,+22:28:45.91",0.035,Ia,0.1386
SN2012gt,2012/10/25,22.5,-19.34,"03:33:08.760,03:33:08.746,03:33:08.76,03:33:08.747","-28:05:04.20,-28:05:03.99,-28:05:04.2","0.491,0.491",Ia,0.0063
SN2013be,2013/04/05,18.8,-18.558,"12:36:27.67,12:36:27.670,12:36:27.07","+11:45:28.1,+11:45:28.12,+11:45:30.7",0.065846,Ia,0.0325
SN2013bg,2013/04/04,18,-19.4,"10:20:42.87,10:20:42.871,10:20:42.96","-06:26:56.8,-06:26:56.80,-06:26:56.832",0.066,Ia,0.0359
SN2013dd,2013/05/27,17.5,-19.34,"15:36:05.15,15:36:05.150,15:36:05.14","+13:57:06.9,+13:57:06.91,+13:57:07.0",0.05205,Ia,0.0434
SN2013fj,2013/09/07,17.14,-18.738,"22:15:28.51,22:15:28.510,22:15:28.47","+15:34:04.1,+15:34:04.12,+15:34:03.1",0.03357,Ia,0.0474
SN2013hk,2013/12/04,14.7,-19.7,"03:02:10.85,03:02:10.850,03:02:10.90,03:02:10.87,03:02:11.016,03:02:10.9","+15:55:38.8,+15:55:38.78,+15:55:37.6,+15:55:37.92",0.017,Ia,0.112
ASASSN-15hc,2015/04/14,16.73,-18.9725,"10:24:38.820,10:24:38.82,10:24:38.80,10:24:38.88","-02:59:07.82,-02:59:07.8,-02:59:07.7,-02:59:07.836",0.030978,Ia,0.0366
ASASSN-18xe,2018/10/07,17.5,-18.6,"21:01:34.358,21:01:34.251,21:01:34.32","-09:26:07.87,-09:26:09.89,-09:26:09.384,-09:26:09.888",0.037,Ia,0.0714
CSS150213:100134+453359,2015/02/13,18.6,-19.1,"10:01:34.0,10:01:34.04,10:01:34.01","+45:33:59,+45:33:59.4,+45:33:59.5",0.076,Ia,0.0095
iPTF15lp,2015/02/15,18.12,-18.58,"11:11:40.55,11:11:40.56","+53:59:06.4,+53:59:06.36",0.0488,Ia,0.0106
LSQ15st,2015/02/23,19.15,-18,"13:23:16.66,13:23:16.65","-28:49:51.5,-28:49:51.7",0.06,Ia,0.0585
PS15alr,2015/05/13,19.28,-19.2186,"12:31:26.19,12:31:26.15","+06:07:35.2,+06:07:35.0",0.11028,Ia,0.0164
PS16eti,2016/10/10,20.1,,"01:12:38.302,01:12:38.32,01:12:38.300,01:12:38.30","+38:30:08.95,+38:30:08.8,+38:30:09.0",,Ia,0.0453
PS17bym,2017/03/22,18.78,,"16:47:21.495,16:47:21.490,16:47:21.49","+10:27:15.35,+10:27:15.30,+10:27:15.3",,Ia,0.0482
SN2016cdb,2016/05/15,16.2,-18.9359,"22:21:29.325,22:21:29.320,22:21:29.28","-22:15:46.05,-22:15:45.72,-22:15:46.08","0.023906,0.023906",Ia,0.0267
SN2016chp,2016/05/01,20.29,-19.2,"14:14:40.310,14:14:40.31","+15:06:47.41,+15:06:47.40,+15:06:47.4","0.17,0.17",Ia,0.019
SN2016csg,2016/06/02,18.82,-19.3,"17:14:13.130,17:14:13.12","+41:33:42.49,+41:33:42.3","0.092,0.092",Ia,0.0183
SN2016cyz,2016/07/06,16.6,-19.2,"04:34:27.549,04:34:27.6,04:34:27.552","-21:12:55.11,-21:12:54.72,-21:12:55.08","0.032,0.033,0.032",Ia,0.0309
SN2016dho,2016/07/18,19.25,-15.8,"23:10:11.335,23:10:11.42,23:10:11.420,23:10:11.33,23:10:11.52,23:10:11.4","+30:34:47.63,+30:34:46.5,+30:34:46.47,+30:34:47.6,+30:34:46.56,+30:34:43.5",0.023,Ia,0.0544
SN2016dqp,2016/02/08,18.92,-17.6,"13:07:07.000,13:07:07.00,13:07:07.03,13:07:06.96","-20:15:51.90,-20:15:51.9,-20:15:51.84",0.045,Ia,0.0811
SN2016eho,2016/07/20,18.16,-19,"23:43:42.400,23:43:42.443,23:43:42.48","-72:15:53.20,-72:15:53.28","0.07,0.07",Ia,0.0255
SN2016eld,2016/07/27,18.73,-17.5,"17:21:12.200,17:21:12.237,17:21:12.24","+01:59:23.20,+01:59:23.17,+01:59:23.172",0.039,Ic,0.1608
SN2016eqw,2016/08/06,16.8,-19.8,"01:14:15.538,01:14:15.540,01:14:15.51,01:14:15.48","-16:24:57.60,-16:24:56.9,-16:24:56.52","0.047,0.047",Ia-91T,0.0205
SN2016eui,2016/08/05,19.18,-18,"00:25:44.764,00:25:44.760,00:25:44.75","-02:57:54.91,-02:57:54.9","0.07,0.07",Ia,0.0244
SN2016ewv,2016/08/12,18.51,-20,"18:50:27.043,18:50:27.04,18:50:27.02","+52:39:50.41,+52:39:50.1","0.09,0.09",Ia,0.0572
SN2016fbl,2016/08/09,18.57,-19,"21:05:23.944,21:05:23.940,21:05:23.94","+14:10:20.36,+14:10:20.30,+14:10:20.3",0.06,Ia,0.075
SN2016fjm,2016/08/26,19.11,,"01:39:24.540,01:39:24.57","+38:07:41.47,+38:07:41.6",,Ia,0.0468
SN2016gev,2016/09/11,20.08,-17,"01:12:07.437,01:12:07.440,01:12:07.42","+41:46:28.71,+41:46:28.7","0.07,0.07",Ia,0.0638
SN2016glg,2016/09/23,19.02,-19,"01:07:21.990,01:07:21.97,01:07:21.936","+04:11:33.09,+04:11:32.9,+04:11:33.324","0.1,0.1",Ia,0.0204
SN2016gmw,2016/09/24,17.91,-19,"01:04:33.540,01:04:33.52","-01:59:01.92,-01:59:02.1","0.06,0.06",Ia,0.0211
SN2016gzy,2016/10/10,19.74,-18.87,"00:42:58.753,00:42:58.750,00:42:58.74","+31:02:12.15,+31:02:12.1","0.116,0.116",Ia,0.0486
SN2016hqk,2016/10/26,18.11,-19,"21:51:22.399,21:51:22.400,21:51:22.44","-25:18:37.22,-25:18:36.7","0.059,0.059",Ia,0.046
SN2016ije,2016/11/22,17.8,-18,"01:58:30.330,01:58:30.288","+12:55:27.90,+12:55:27.84","0.04,0.04",Ia-91bg,0.0462
SN2016iyf,2016/12/17,17.81,-18.5,"10:16:34.210,10:16:34.211,10:16:34.32","+22:05:14.60,+22:05:14.61,+22:05:14.64","0.041,0.041",Ia,0.0215
SN2016jel,2016/12/25,17.76,-19.2,"10:03:04.117,10:03:04.120,10:03:04.08","-18:58:10.99,-18:58:10.92","0.056,0.056",Ia,0.0349
SN2016jfn,2016/12/23,20.5,-19.1,"09:08:43.102,09:08:43.100,09:08:43.10","+18:21:30.22,+18:21:30.2",0.18,Ia,0.0298
SN2017acb,2017/01/27,17.07,-18,"15:50:37.630,15:50:37.68","-58:44:00.64,-58:44:00.63,-58:44:00.6","0.02,0.02",Ia,0.5137
SN2017ag,2017/01/03,18.52,-19.7,"09:44:32.578,09:44:32.580,09:44:32.64","-08:10:47.05,-08:10:47.46","0.096,0.096",Ia,0.0255
SN2017bkc,2017/02/23,16.9,-17.5403,"17:50:29.974,17:50:30.119,17:50:30","-01:48:09.07,-01:48:07.42,-01:48:07.416,-01:48:07.38","0.017382,0.017382",Ia,0.3553
SN2017byc,2017/02/24,18.09,-18.492,"15:10:01.423,15:10:01.420,15:10:01.41","+07:46:43.99,+07:46:44.2","0.04627,0.04627",Ia,0.0273
SN2017cjt,2017/03/20,16.98,-16.115,"03:42:50.757,03:42:50.760,03:42:50.76","-01:52:28.98,-01:52:28.884",0.009376,Ia,0.0929
SN2017ctt,2017/03/29,18.44,-20,"15:30:01.975,15:30:01.980,15:30:01.96","+14:57:22.18,+14:57:22.6","0.09,0.09",Ia,0.0345
SN2017dfv,2017/04/19,16.6,-18.8881,"05:00:36.053,05:00:36.050,05:00:36.12,05:00:35.808","-62:04:13.37,-62:04:13.08,-62:04:14.52","0.028086,0.028086",Ia,0.0251
SN2017djl,2017/04/28,17.91,-18.6,"12:52:20.386,12:52:20.390,12:52:20.4","-15:57:37.32,-15:57:37.08","0.044,0.044",Ia,0.0488
SN2017edm,2017/05/10,19.68,-19.24,"13:37:01.195,13:37:01.192,13:37:01.18,13:37:01.2","-04:37:08.00,-04:37:07.61,-04:37:08.0,-04:37:07.608,-04:37:08.004",0.133,Ia,0.0264
SN2017eef,2017/05/11,17.94,-19.4,"11:38:36.857,11:38:36.860,11:38:36.96","-09:01:47.92,-09:01:47.964","0.065,0.065",Ia-91T,0.0295
SN2017ele,2017/05/24,19.25,-17.9,"20:46:21.060,20:46:21.05","-27:31:28.07,-27:31:28.0","0.059,0.059",Ia,0.1115
SN2017fnz,2017/07/18,18.59,-19.2,"22:29:42.857,22:29:42.860,22:29:42.87","+11:48:16.70,+11:48:17.5","0.081,0.081",Ia,0.0786
SN2017fow,2017/07/19,18.29,-19.1,"14:29:44.858,14:29:44.860,14:29:44.88","+67:38:53.30,+67:38:52.8",0.066,Ia,0.029
SN2017gjd,2017/08/29,16.5,-18.2487,"20:03:44.897,20:03:44.879,20:03:44.88","-27:59:19.14,-27:59:17.97,-27:59:18.24,-27:59:17.88","0.020021,0.020021",Ia,0.0927
SN2017glk,2017/08/31,16.9,-21,"03:28:57.150,03:28:57.154,03:28:57.144","-07:05:39.41,-07:05:39.408","0.07,0.07",Ia,0.0504
SN2017gzu,2017/09/28,18.47,-18.01,"09:04:44.020,09:04:44.021,09:04:43.92","+37:13:41.02,+37:13:41.16","0.0442,0.0442",Ia,0.0211
SN2017hcv,2017/10/05,18.25,-19.03,"17:25:45.920,17:25:45.969,17:25:45.84","+34:22:49.15,+34:22:48.90,+34:22:49.08","0.0637,0.0647,0.0637",Ia-91T,0.0281
SN2017hdt,2017/10/08,18.06,-16.25,"01:21:36.929,01:21:36.930,01:21:36.936","-03:35:35.57,-03:35:35.448","0.0164,0.0164",Ia,0.0303
SN2017hdv,2017/10/08,18.54,-18.76,"23:38:36.505,23:38:36.510,23:38:36.47","-11:23:29.33,-11:23:29.5","0.0642,0.0642",Ia,0.028
SN2017hgz,2017/10/10,15.07,-19.2101,"21:48:20.083,21:48:20.114,21:48:20.16","-34:57:10.62,-34:57:10.40,-34:57:10.44","0.016151,0.016151",Ia,0.0247
SN2017hhi,2017/10/07,17.77,-19.14,"22:22:01.976,22:22:01.980,22:22:01.92","-26:10:01.62,-26:10:01.56","0.0537,0.0537",Ia,0.0187
SN2017hie,2017/10/10,18.87,-18.38,"19:53:01.230,19:53:01.229,19:53:01.2","+41:12:56.77,+41:12:56.88","0.0626,0.0626",Ia,0.3234
SN2017hnb,2017/10/20,17.95,-19.2052,"21:49:42.510,21:49:42.479,21:49:42.5184,21:49:42.48","-01:14:51.47,-01:14:51.79,-01:14:51.4702,-01:14:51.792",0.060056,Ia,0.0745
SN2017hor,2017/10/08,18.27,-18,"07:41:25.098,07:41:25.100,07:41:25.2,07:41:25.10","+05:27:21.85,+05:27:21.924","0.04,0.04",Ia,0.0467
SN2017hpj,2017/10/24,17.05,-19.043,"23:54:20.562,23:54:20.560,23:54:20.51,23:54:20.64","-17:18:21.06,-17:18:22.0,-17:18:20.88","0.037026,0.037026",Ia,0.0221
SN2017hqf,2017/10/27,18.2,-18.5,"09:26:47.860,9:26:47.868,09:26:47.76","+10:46:04.75,+10:46:04.7532,+10:46:04.8","0.048,0.048",Ia-91T,0.0252
SN2017huu,2017/10/30,17.99,-18.5,"03:16:14.154,03:16:14.150,03:16:14.15","-18:19:01.55,-18:19:01.5","0.044,0.044",Ia,0.0262
SN2017hvt,2017/11/06,15.88,-18.9374,"01:52:45.694,01:52:45.768,01:52:45.696","-48:53:24.11,-48:53:24","0.020661,0.020661",Ia,0.0151
SN2017iui,2017/12/02,18.82,-18.9,"10:06:31.030,10:06:31.027,10:06:30.96","-16:29:12.77,-16:29:12.84","0.079,0.079",Ia,0.0462
SN2017iuw,2017/10/17,16.79,-19.2,"02:33:25.125,02:33:25.120,02:33:25.104","-20:12:09.16,-20:12:09.36","0.036,0.036",Ia,0.0237
SN2017ixi,2017/11/24,19.33,-18.1,"04:24:56.567,04:24:56.570,04:24:56.58","-17:48:36.27,-17:48:36.1","0.069,0.069",Ia,0.0345
SN2017ixu,2017/12/17,18.3,-19,"03:50:07.022,03:50:07.077,03:50:07.032,03:50:07.08","-35:00:36.72,-35:00:35.38,-35:00:35.64,-35:00:35.28","0.06,0.06",Ia,0.0083
SN2017iya,2017/12/12,17.75,-19,"23:00:54.341,23:00:54.340,23:00:54.24","+08:43:27.21,+08:43:26.976","0.06,0.06",Ia,0.0579
SN2017jbp,2017/12/07,20.32,-18.7,"08:57:17.676,08:57:17.680,08:57:17.67","+63:32:46.78,+63:32:46.8","0.14,0.14",Ia,0.0829
SN2017jdx,2017/12/20,16.35,-18.3318,"00:47:56.189,00:47:56.226,00:47:56.19,00:47:56.232","+22:22:26.26,+22:22:23.48,+22:22:24.3,+22:22:23.52","0.019417,0.019417",Ia,0.0387
SN2017jdy,2017/12/24,18,-19.4,"03:49:32.815,03:49:32.816,03:49:32.84,03:49:32.808","-26:52:17.33,-26:52:17.83,-26:52:17.9,-26:52:17.76","0.068,0.066,0.068",Ia,0.0088
SN2017jir,2017/12/16,17.32,-18.6,"12:12:07.554,12:12:07.550,12:12:07.68","-40:30:19.44,-40:30:20.52",0.035,Ia,0.105
SN2017jr,2017/01/14,18.65,-19,"08:33:49.820,08:33:49.824,08:33:49.92","-25:02:24.58,-25:02:24.57,-25:02:24.72","0.06,0.06",Ia,0.0945
SN2017ng,2017/01/23,16.9,-19.2,"15:20:40.817,15:20:40.820,15:20:40.8","+04:39:34.13,+04:39:34.704,+04:39:34.416",0.037,Ia,0.0384
SN2017ux,2017/01/23,18.09,-19,"09:22:53.201,09:22:53.200,09:22:53.24","-03:12:52.36,-03:12:52.6","0.07,0.07",Ia,0.0298
SN2018agj,2018/03/13,16.94,-19.47,"06:40:40.290,06:40:40.32","-63:19:38.86,-63:19:39",0.0428,Ia-91T,0.0574
SN2018alv,2018/03/19,19.26,-19.2,"11:44:40.509,11:44:40.510,11:44:40.50","+13:33:44.09,+13:33:44.0","0.11,0.11",Ia,0.0416
SN2018auf,2018/04/11,18.89,-19,"22:17:12.280,22:17:12.275,22:17:12.24","-03:53:33.14,-03:53:33.144","0.09,0.09",Ia,0.0767
SN2018axz,2018/04/13,20.3,-19.3,"16:29:45.064,16:29:45.060,16:29:45.06","+04:27:46.71,+04:27:46.7","0.18,0.18",Ia,0.0521
SN2018bgk,2018/05/04,18.75,-19,"19:48:39.150,19:48:39.12","-26:45:41.69,-26:45:41.76","0.09,0.09",Ia,0.1183
SN2018bwv,2018/05/23,16.2,-18.923,"00:57:09.763,00:57:09.857,00:57:09.864",-43:43:38.28,"0.02377,0.02377,0.02377",Ia,0.01
SN2018ccn,2018/05/28,18.74,-19,"17:38:20.079,17:38:20.080,17:38:19.92","+67:50:57.97,+67:50:58.2","0.08,0.08",Ia,0.0379
SN2018cvt,2018/06/19,18.92,-18.7,"14:51:53.635,14:51:53.630,14:51:53.76","+46:38:44.70,+46:38:44.88","0.074,0.074",Ia,0.0154
SN2018dyq,2018/07/03,18.49,-19,"16:31:11.001,16:31:11.000,16:31:11.04","+60:35:51.84,+60:35:52.08","0.08,0.08",Ia,0.0131
SN2018edd,2018/07/23,17.1,-18.3926,"14:53:32.291,14:53:32.290,14:53:32.4","+03:04:13.94,+03:04:13.8",0.028143,Ia,0.0389
SN2018eew,2018/07/26,18.11,-19,"01:52:03.785,01:52:03.790,01:52:03.76","-07:38:33.14,-07:38:33.0","0.06,0.06",Ia,0.0169
SN2018ero,2018/08/06,17.86,-19,"20:08:41.223,20:08:41.220,20:08:41.25","+03:16:17.60,+03:16:16.7","0.06,0.06",Ia,0.0731
SN2018evt,2018/08/11,16.31,-18.9212,"13:46:39.318,13:46:39.210,13:46:39.12","-09:38:36.56,-09:38:35.75,-09:38:36.132,-09:38:35.736","0.024971,0.024971",Ia,0.0489
SN2018eyh,2018/08/12,18.4,-19,"14:54:37.028,14:54:37.030,14:54:37.2","+69:38:53.83,+69:38:54.24","0.06,0.06",Ia,0.0231
